 param cc:1 2 3 4:=     1.0000000e+00   3.6750000e+01   2.3750000e+01   4.6750000e+01   3.3771827e+01
   2.0000000e+00   1.8375000e+01   1.1883086e+01   2.3375000e+01   1.6899161e+01
   3.0000000e+00   1.2252939e+01   7.9369735e+00   1.5583333e+01   1.1280846e+01
   4.0000000e+00   9.1926241e+00   5.9663836e+00   1.1690939e+01   8.4862415e+00
   5.0000000e+00   7.3565228e+00   4.7852945e+00   9.3562789e+00   6.8133571e+00
   6.0000000e+00   6.1334366e+00   4.0018911e+00   7.8006598e+00   5.6958404e+00
   7.0000000e+00   5.2595115e+00   3.4419082e+00   6.6929572e+00   4.9012944e+00
   8.0000000e+00   4.6040342e+00   3.0241535e+00   5.8643325e+00   4.3104640e+00
   9.0000000e+00   4.0965617e+00   2.7012021e+00   5.2216814e+00   3.8534434e+00
   1.0000000e+01   3.6923470e+00   2.4472980e+00   4.7090124e+00   3.4913438e+00
   1.1000000e+01   3.3610349e+00   2.2367759e+00   4.2909788e+00   3.1943915e+00
   1.2000000e+01   3.0867669e+00   2.0638990e+00   3.9445564e+00   2.9488544e+00
   1.3000000e+01   2.8535457e+00   1.9174753e+00   3.6528033e+00   2.7432196e+00
   1.4000000e+01   2.6541433e+00   1.7911955e+00   3.4064914e+00   2.5686013e+00
   1.5000000e+01   2.4834238e+00   1.6842440e+00   3.1943642e+00   2.4189590e+00
   1.6000000e+01   2.3348403e+00   1.5913202e+00   3.0112267e+00   2.2907112e+00
   1.7000000e+01   2.2044193e+00   1.5088299e+00   2.8506058e+00   2.1781154e+00
   1.8000000e+01   2.0880569e+00   1.4371450e+00   2.7087804e+00   2.0799393e+00
   1.9000000e+01   1.9853571e+00   1.3746506e+00   2.5871638e+00   1.9936730e+00
   2.0000000e+01   1.8935179e+00   1.3174004e+00   2.4783857e+00   1.9163755e+00
   2.1000000e+01   1.8120760e+00   1.2671813e+00   2.3805217e+00   1.8484821e+00
   2.2000000e+01   1.7373403e+00   1.2237318e+00   2.2920402e+00   1.7859294e+00
   2.3000000e+01   1.6721589e+00   1.1837739e+00   2.2160809e+00   1.7331924e+00
   2.4000000e+01   1.6121212e+00   1.1482092e+00   2.1469628e+00   1.6870678e+00
   2.5000000e+01   1.5589116e+00   1.1140511e+00   2.0828401e+00   1.6397075e+00
   2.6000000e+01   1.5090817e+00   1.0837484e+00   2.0299335e+00   1.5977792e+00
   2.7000000e+01   1.4646708e+00   1.0559255e+00   1.9793760e+00   1.5597455e+00
   2.8000000e+01   1.4255537e+00   1.0306154e+00   1.9353666e+00   1.5256758e+00
   2.9000000e+01   1.3879168e+00   1.0074576e+00   1.8961213e+00   1.4967878e+00
   3.0000000e+01   1.3535988e+00   9.8696243e-01   1.8612903e+00   1.4680829e+00
   3.1000000e+01   1.3217707e+00   9.6815481e-01   1.8330445e+00   1.4413952e+00
   3.2000000e+01   1.2944915e+00   9.5220659e-01   1.8091963e+00   1.4193863e+00
   3.3000000e+01   1.2691001e+00   9.3682311e-01   1.7876692e+00   1.3988443e+00
   3.4000000e+01   1.2461350e+00   9.2361170e-01   1.7702577e+00   1.3806702e+00
   3.5000000e+01   1.2246632e+00   9.1129863e-01   1.7527076e+00   1.3622014e+00
   3.6000000e+01   1.2057174e+00   8.9866561e-01   1.7368476e+00   1.3467433e+00
   3.7000000e+01   1.1868983e+00   8.8692210e-01   1.7257648e+00   1.3312301e+00
   3.8000000e+01   1.1707927e+00   8.7384325e-01   1.7162038e+00   1.3160756e+00
   3.9000000e+01   1.1546377e+00   8.6286107e-01   1.7068882e+00   1.3029159e+00
   4.0000000e+01   1.1406263e+00   8.5339446e-01   1.6992821e+00   1.2907463e+00
   4.1000000e+01   1.1287406e+00   8.4391582e-01   1.6965625e+00   1.2792188e+00
   4.2000000e+01   1.1172250e+00   8.3551232e-01   1.6917833e+00   1.2689809e+00
   4.3000000e+01   1.1092666e+00   8.2881233e-01   1.6926121e+00   1.2607559e+00
   4.4000000e+01   1.1024923e+00   8.2303510e-01   1.6998875e+00   1.2537783e+00
   4.5000000e+01   1.0974368e+00   8.1686813e-01   1.7047807e+00   1.2477020e+00
   4.6000000e+01   1.0928801e+00   8.1213136e-01   1.7069374e+00   1.2422635e+00
   4.7000000e+01   1.0879930e+00   8.0810107e-01   1.7123718e+00   1.2365297e+00
   4.8000000e+01   1.0837801e+00   8.0384199e-01   1.7228484e+00   1.2333532e+00
   4.9000000e+01   1.0796296e+00   7.9929732e-01   1.7294704e+00   1.2286932e+00
   5.0000000e+01   1.0790915e+00   7.9389733e-01   1.7358816e+00   1.2224589e+00
   5.1000000e+01   1.0780166e+00   7.8866868e-01   1.7416969e+00   1.2180146e+00
   5.2000000e+01   1.0758211e+00   7.8417875e-01   1.7488752e+00   1.2131854e+00
   5.3000000e+01   1.0747890e+00   7.7972518e-01   1.7602461e+00   1.2090252e+00
   5.4000000e+01   1.0768379e+00   7.7610583e-01   1.7695624e+00   1.2041644e+00
   5.5000000e+01   1.0786729e+00   7.7432395e-01   1.7811967e+00   1.2016981e+00
   5.6000000e+01   1.0817874e+00   7.7237281e-01   1.7988934e+00   1.2022141e+00
   5.7000000e+01   1.0850591e+00   7.7140004e-01   1.8165228e+00   1.2026003e+00
   5.8000000e+01   1.0878168e+00   7.7095923e-01   1.8329767e+00   1.2041096e+00
   5.9000000e+01   1.0919357e+00   7.7101307e-01   1.8516624e+00   1.2048239e+00
