   1.0000000e+00   3.6750000e+01   2.3750000e+01   4.6750000e+01   3.3772272e+01
   2.0000000e+00   1.8375000e+01   1.1883216e+01   2.3375000e+01   1.6899681e+01
   3.0000000e+00   1.2252949e+01   7.9371903e+00   1.5583333e+01   1.1281321e+01
   4.0000000e+00   9.1926362e+00   5.9665953e+00   1.1690932e+01   8.4866238e+00
   5.0000000e+00   7.3565298e+00   4.7854172e+00   9.3562712e+00   6.8136141e+00
   6.0000000e+00   6.1334174e+00   4.0018157e+00   7.8006290e+00   5.6959212e+00
   7.0000000e+00   5.2594396e+00   3.4414674e+00   6.6928469e+00   4.9009352e+00
   8.0000000e+00   4.6039025e+00   3.0232423e+00   5.8641059e+00   4.3094985e+00
   9.0000000e+00   4.0963891e+00   2.6999651e+00   5.2213406e+00   3.8520387e+00
   1.0000000e+01   3.6921340e+00   2.4458536e+00   4.7085855e+00   3.4896524e+00
   1.1000000e+01   3.3607829e+00   2.2351769e+00   4.2905005e+00   3.1925286e+00
   1.2000000e+01   3.0865094e+00   2.0622865e+00   3.9440583e+00   2.9469542e+00
   1.3000000e+01   2.8534041e+00   1.9163649e+00   3.6525103e+00   2.7419233e+00
   1.4000000e+01   2.6542231e+00   1.7910167e+00   3.4066241e+00   2.5684401e+00
   1.5000000e+01   2.4836848e+00   1.6848042e+00   3.1948866e+00   2.4197372e+00
   1.6000000e+01   2.3352658e+00   1.5924698e+00   3.0120868e+00   2.2922492e+00
   1.7000000e+01   2.2049869e+00   1.5104480e+00   2.8517544e+00   2.1802597e+00
   1.8000000e+01   2.0887403e+00   1.4390806e+00   2.7101575e+00   2.0825350e+00
   1.9000000e+01   1.9858765e+00   1.3761212e+00   2.5882093e+00   1.9956486e+00
   2.0000000e+01   1.8936161e+00   1.3176929e+00   2.4785263e+00   1.9167489e+00
   2.1000000e+01   1.8117972e+00   1.2664836e+00   2.3798422e+00   1.8474919e+00
   2.2000000e+01   1.7367130e+00   1.2221899e+00   2.2906381e+00   1.7837644e+00
   2.3000000e+01   1.6712357e+00   1.1814991e+00   2.2140646e+00   1.7300547e+00
   2.4000000e+01   1.6109212e+00   1.1453242e+00   2.1444005e+00   1.6831116e+00
   2.5000000e+01   1.5579323e+00   1.1116641e+00   2.0807102e+00   1.6364132e+00
   2.6000000e+01   1.5088345e+00   1.0828483e+00   2.0291914e+00   1.5964787e+00
   2.7000000e+01   1.4651032e+00   1.0563727e+00   1.9799597e+00   1.5602301e+00
   2.8000000e+01   1.4266216e+00   1.0322674e+00   1.9371579e+00   1.5277335e+00
   2.9000000e+01   1.3895882e+00   1.0101725e+00   1.8990176e+00   1.5002212e+00
   3.0000000e+01   1.3558138e+00   9.9059919e-01   1.8651885e+00   1.4727467e+00
   3.1000000e+01   1.3236907e+00   9.7129868e-01   1.8363951e+00   1.4454111e+00
   3.2000000e+01   1.2953079e+00   9.5350944e-01   1.8104480e+00   1.4210620e+00
   3.3000000e+01   1.2688767e+00   9.3644156e-01   1.7869286e+00   1.3984121e+00
   3.4000000e+01   1.2449401e+00   9.2171526e-01   1.7676553e+00   1.3783386e+00
   3.5000000e+01   1.2225637e+00   9.0802625e-01   1.7483602e+00   1.3581557e+00
   3.6000000e+01   1.2027873e+00   8.9414878e-01   1.7309112e+00   1.3411909e+00
   3.7000000e+01   1.1843094e+00   8.8291049e-01   1.7204875e+00   1.3263198e+00
   3.8000000e+01   1.1696838e+00   8.7195089e-01   1.7138003e+00   1.3137862e+00
   3.9000000e+01   1.1549433e+00   8.6289223e-01   1.7072084e+00   1.3030198e+00
   4.0000000e+01   1.1422562e+00   8.5518770e-01   1.7021552e+00   1.2930586e+00
   4.1000000e+01   1.1316144e+00   8.4731767e-01   1.7018101e+00   1.2835432e+00
   4.2000000e+01   1.1212748e+00   8.4037222e-01   1.6992766e+00   1.2751156e+00
   4.3000000e+01   1.1129233e+00   8.3318298e-01   1.6993698e+00   1.2662642e+00
   4.4000000e+01   1.1042000e+00   8.2507694e-01   1.7029649e+00   1.2563853e+00
   4.5000000e+01   1.0972869e+00   8.1676322e-01   1.7043248e+00   1.2476074e+00
   4.6000000e+01   1.0909478e+00   8.1005470e-01   1.7031334e+00   1.2396766e+00
   4.7000000e+01   1.0843671e+00   8.0420501e-01   1.7054575e+00   1.2316535e+00
   4.8000000e+01   1.0785664e+00   7.9827486e-01   1.7130347e+00   1.2264022e+00
   4.9000000e+01   1.0748514e+00   7.9421034e-01   1.7204896e+00   1.2223786e+00
   5.0000000e+01   1.0767447e+00   7.9132748e-01   1.7314208e+00   1.2193145e+00
   5.1000000e+01   1.0780385e+00   7.8845090e-01   1.7415388e+00   1.2178241e+00
   5.2000000e+01   1.0781289e+00   7.8614777e-01   1.7527924e+00   1.2157409e+00
   5.3000000e+01   1.0792655e+00   7.8373333e-01   1.7680041e+00   1.2141307e+00
   5.4000000e+01   1.0833715e+00   7.8199366e-01   1.7809740e+00   1.2116263e+00
   5.5000000e+01   1.0847016e+00   7.7973834e-01   1.7917153e+00   1.2085406e+00
   5.6000000e+01   1.0847550e+00   7.7507604e-01   1.8041127e+00   1.2056776e+00
